url,tool,timestamp,duration,energy,cpu_power,cpu_energy,gpu_power,gpu_energy,ram_power,ram_energy,emissions,emissions_rate
http://www.weibo.com,codecarbon,2024-12-07T23:37:43,10.003322254997329,7.288069240709801e-05,20.40147270854597,5.66888089621239e-05,0.0,0.0,5.827481746673584,1.6191883444974058e-05,1.95044766633724e-05,1.9497924198783512e-06
http://www.sohu.com,codecarbon,2024-12-07T23:40:21,10.003179727005772,6.50513180631895e-05,17.583596844021585,4.885925325403759e-05,0.0,0.0,5.827481746673584,1.619206480915191e-05,1.7409163842706948e-05,1.7403374778888677e-06
http://www.163.com,codecarbon,2024-12-07T23:41:03,10.00339463999262,6.72761323303368e-05,18.38438969953956,5.10841808673123e-05,0.0,0.0,5.827481746673584,1.6191951463024505e-05,1.8004573086509413e-05,1.7998559751504286e-06
http://www.mail.ru,codecarbon,2024-12-07T23:42:33,10.00382496698876,7.28931858132865e-05,20.40549368368364,5.670118063868558e-05,0.0,0.0,5.827481746673584,1.6192005174601033e-05,1.950782017372336e-05,1.950077639967004e-06
http://www.imdb.com,codecarbon,2024-12-07T23:43:38,10.004870728997048,0.0,19.452974361425586,0.0,0.0,0.0,5.827481746673584,0.0,0.0,0.0
http://www.craigslist.org,codecarbon,2024-12-07T23:44:30,10.002033197000856,6.927318166799652e-05,19.103379264742543,5.3081255520526574e-05,0.0,0.0,5.827481746673584,1.6191926147470057e-05,1.8539027424352536e-05,1.85332733859765e-06
http://www.bbc.co.uk,codecarbon,2024-12-07T23:45:37,10.00317437700869,6.986404466750125e-05,19.31577640777197,5.367210488209546e-05,0.0,0.0,5.827481746673584,1.619193978540578e-05,1.8697155362006057e-05,1.869093989553715e-06
http://www.fc2.com,codecarbon,2024-12-07T23:46:10,10.00291633400775,6.853995908416783e-05,18.840179387995512,5.234861243441115e-05,0.0,0.0,5.827481746673584,1.6191346649756786e-05,1.8342800930023223e-05,1.833708698734256e-06
http://www.cnn.com,codecarbon,2024-12-07T23:46:43,10.003451566997684,7.341195160209292e-05,20.59244744231784,5.7219987164841904e-05,0.0,0.0,5.827481746673584,1.61919644372508e-05,1.9646653311655325e-05,1.963989235726761e-06
http://www.go.com,codecarbon,2024-12-07T23:46:59,10.00328925201029,6.890650910548789e-05,18.97017668088689,5.271392744888616e-05,0.0,0.0,5.827481746673584,1.6192581656601516e-05,1.844089777982888e-05,1.8434392314097445e-06
http://www.corriere.it,codecarbon,2024-12-07T23:48:58,10.003127328993289,6.595282722888845e-05,17.90727001087848,4.9760255919283417e-05,0.0,0.0,5.827481746673584,1.6192571309605035e-05,1.765042752864955e-05,1.764388448994932e-06
http://www.gmw.cn,codecarbon,2024-12-07T23:49:21,10.002812266990077,6.552414834988746e-05,17.756518053238583,4.933399363382836e-05,0.0,0.0,5.827481746673584,1.619015471605932e-05,1.7535703629693628e-05,1.7531747247311972e-06
http://www.weather.com,codecarbon,2024-12-07T23:51:52,10.002708744010306,6.467583946149352e-05,17.448847726503164,4.848396128713864e-05,0.0,0.0,5.827481746673584,1.61918781743551e-05,1.7308677508363814e-05,1.730323241472054e-06
http://www.dailymail.co.uk,codecarbon,2024-12-07T23:52:27,10.002736605994867,7.171880144049309e-05,19.98311640106929,5.552675025469536e-05,0.0,0.0,5.827481746673584,1.6192051185797297e-05,1.9193529079107813e-05,1.918714783283053e-06
http://www.espn.go.com,codecarbon,2024-12-07T23:52:43,10.005298501986545,0.0,17.91261003876376,0.0,0.0,0.0,5.827481746673584,0.0,0.0,0.0
http://www.foxsports.com,codecarbon,2024-12-07T23:52:59,10.003218721001758,7.224055718628962e-05,20.173477175475583,5.6050100117822216e-05,0.0,0.0,5.827481746673584,1.619045706846762e-05,1.9333162395309076e-05,1.9328561370456447e-06
http://www.indiatimes.com,codecarbon,2024-12-07T23:53:53,10.003245449988754,6.903126277660755e-05,19.01552223444629,5.283894532667754e-05,0.0,0.0,5.827481746673584,1.619231744993e-05,1.847428460680111e-05,1.846781589971112e-06
http://www.uol.com.br,codecarbon,2024-12-07T23:54:42,10.002906043999246,7.08496407219655e-05,19.6704589265335,5.465767539277258e-05,0.0,0.0,5.827481746673584,1.6191965329192702e-05,1.8960922549293843e-05,1.895461364640783e-06
http://www.nytimes.com,codecarbon,2024-12-07T23:55:48,10.0026801500062,7.092314783262426e-05,19.69706339318584,5.473123156272963e-05,0.0,0.0,5.827481746673584,1.619191626989441e-05,1.8980594669262656e-05,1.8974508140396851e-06
http://www.buzzfeed.com,codecarbon,2024-12-07T23:56:40,10.003356018001796,6.714489291400911e-05,18.33698393179357,5.095281798444401e-05,0.0,0.0,5.827481746673584,1.6192074929564882e-05,1.7969450531432748e-05,1.796331744528329e-06
http://www.ameblo.jp,codecarbon,2024-12-07T23:57:57,10.002866499999072,6.614211779850179e-05,17.975616239471307,4.994965857080605e-05,0.0,0.0,5.827481746673584,1.619245922769596e-05,1.770108584947072e-05,1.7694798714087634e-06
http://www.livejournal.com,codecarbon,2024-12-07T23:58:47,10.003236232994825,7.005611544216167e-05,19.38490251539568,5.386418642464811e-05,0.0,0.0,5.827481746673584,1.619192901751356e-05,1.874855772686238e-05,1.8742291253031392e-06
http://www.yelp.com,codecarbon,2024-12-07T23:59:21,10.002040179009782,6.724667197843381e-05,18.374010720743417,5.1054711677069736e-05,0.0,0.0,5.827481746673584,1.6191960301363637e-05,1.799668884821257e-05,1.79910912997681e-06
