url,tool,timestamp,duration,energy,cpu_power,cpu_energy,gpu_power,gpu_energy,ram_power,ram_energy,emissions,emissions_rate
os,codecarbon,2024-12-10T06:24:49,10.003064631018788,5.844785586086234e-05,15.20679416124488,4.225557713776807e-05,0.0,0.0,5.827481746673584,1.619227872309427e-05,1.5641932081195702e-05,1.5636320135498814e-06
about:blank,codecarbon,2024-12-10T06:25:04,10.002981164958328,6.47218090603835e-05,17.46533298665859,4.852997271283612e-05,0.0,0.0,5.827481746673584,1.6191836347547364e-05,1.7320979984357955e-05,1.7315444740598107e-06
http://www.slideshare.net,codecarbon,2024-12-10T06:54:55,10.004525822994763,0.0,17.0367856210425,0.0,0.0,0.0,5.827481746673584,0.0,0.0,0.0
http://www.deviantart.com,codecarbon,2024-12-10T06:58:06,10.003641212009825,6.68322282000762e-05,18.224212567907447,5.063990551189279e-05,0.0,0.0,5.827481746673584,1.619232268818319e-05,1.7885774575360702e-05,1.7879585315473437e-06
