url,tool,timestamp,duration,energy,cpu_power,cpu_energy,gpu_power,gpu_energy,ram_power,ram_energy,emissions,emissions_rate
http://www.baidu.com,codecarbon,2024-12-08T14:43:23,10.002962429993204,6.841369674931479e-05,18.79344430723398,5.222163622171927e-05,0.0,0.0,5.827481746673584,1.6192060527595492e-05,1.8309010351445128e-05,1.8302611685174849e-06
http://www.wikipedia.org,codecarbon,2024-12-08T14:43:39,10.00327888299944,6.623544297539442e-05,18.00979457157513,5.004342753471124e-05,0.0,0.0,5.827481746673584,1.6192015440683193e-05,1.772606171996101e-05,1.7720106353719528e-06
http://www.ask.com,codecarbon,2024-12-08T14:49:59,10.00440923399583,0.0,18.59245897278288,0.0,0.0,0.0,5.827481746673584,0.0,0.0,0.0
http://www.msn.com,codecarbon,2024-12-08T14:50:35,10.003376816996024,7.39273694389728e-05,20.77774926595303,5.7735267021510536e-05,0.0,0.0,5.827481746673584,1.6192102417462203e-05,1.978459046399677e-05,1.9777722974047874e-06
http://www.123rf.com,codecarbon,2024-12-08T14:53:58,10.002752786997007,6.729010172895969e-05,18.389321895788516,5.109801893393544e-05,0.0,0.0,5.827481746673584,1.619208279502436e-05,1.8008311604907697e-05,1.80023341800886e-06
http://www.booking.com,codecarbon,2024-12-08T15:11:56,10.00274849901325,6.507578113810336e-05,17.59240067247996,4.8883737995848026e-05,0.0,0.0,5.827481746673584,1.6192043142255553e-05,1.741571069974147e-05,1.7409896461115871e-06
http://www.sogou.com,codecarbon,2024-12-08T15:13:05,10.003624461009167,6.826975956766759e-05,18.741863779168856,5.207770221768437e-05,0.0,0.0,5.827481746673584,1.619205734998343e-05,1.8270489595018308e-05,1.826418121623824e-06
http://www.4shared.com,codecarbon,2024-12-08T15:16:45,10.002833418009686,6.81712786763768e-05,18.706480250221357,5.197930908341225e-05,0.0,0.0,5.827481746673584,1.619196959296433e-05,1.824413394192932e-05,1.823797206069156e-06
http://www.liveinternet.ru,codecarbon,2024-12-08T15:17:52,10.00328322200221,7.158186046267705e-05,19.93409135715141,5.539000875641638e-05,0.0,0.0,5.827481746673584,1.6191851706260675e-05,1.9156880660742672e-05,1.915054077464052e-06
http://www.naver.com,codecarbon,2024-12-08T15:20:56,10.00342678099696,6.872833367929914e-05,18.90721065252341,5.2536463695803705e-05,0.0,0.0,5.827481746673584,1.619186998349522e-05,1.83932141159214e-05,1.838735706604572e-06
http://www.shutterstock.com,codecarbon,2024-12-08T15:23:11,10.003478087004623,6.774726050576621e-05,18.55388409130813,5.155524652194175e-05,0.0,0.0,5.827481746673584,1.6192013983825325e-05,1.8130657351074064e-05,1.8124385545216364e-06
http://www.zillow.com,codecarbon,2024-12-08T15:25:28,10.002632560994243,6.533735702397327e-05,17.68685126657865,4.914543431631599e-05,0.0,0.0,5.827481746673584,1.6191922707658145e-05,1.748571416146979e-05,1.7480153375088092e-06
http://www.wordreference.com,codecarbon,2024-12-08T15:26:38,10.002745131991103,6.870370685085024e-05,18.897455453623103,5.2511122842198096e-05,0.0,0.0,5.827481746673584,1.6192584008652144e-05,1.838662343483805e-05,1.8380544701963385e-06
http://www.daum.net,codecarbon,2024-12-08T15:53:15,10.002858705003746,6.953278664014427e-05,19.1963561197229,5.334069683918946e-05,0.0,0.0,5.827481746673584,1.619208980095481e-05,1.860850342620896e-05,1.8602220007410613e-06
http://www.xing.com,codecarbon,2024-12-08T16:07:39,10.003421019995583,7.104026684938078e-05,19.73882083173808,5.484812498957395e-05,0.0,0.0,5.827481746673584,1.6192141859806396e-05,1.9011938294765003e-05,1.9005556168210904e-06
http://www.naukri.com,codecarbon,2024-12-08T16:24:02,10.002927042994996,6.412402185857966e-05,17.250225602341086,4.7932125845669485e-05,0.0,0.0,5.827481746673584,1.6191896012909303e-05,1.7160998977837523e-05,1.7155519635248335e-06
http://www.istockphoto.com,codecarbon,2024-12-08T16:24:34,10.003265060993726,6.518713264763373e-05,17.6328327400001,4.8995320862891406e-05,0.0,0.0,5.827481746673584,1.6191811784743194e-05,1.7445510813425026e-05,1.7439892797884472e-06
http://www.google.com,codecarbon,2024-12-08T16:49:29,10.003327152997372,6.700957950818431e-05,18.288570433645063,5.081766593187896e-05,0.0,0.0,5.827481746673584,1.6191913576307955e-05,1.7933237687139426e-05,1.79272920576994e-06
http://www.duckduckgo.com,codecarbon,2024-12-08T16:53:27,10.003359123991686,6.340963009053222e-05,16.993381354706667,4.7217872496490426e-05,0.0,0.0,5.827481746673584,1.619175759404092e-05,1.6969812024088086e-05,1.6964722351211686e-06
