url,tool,timestamp,duration,energy,cpu_power,cpu_energy,gpu_power,gpu_energy,ram_power,ram_energy,emissions,emissions_rate
http://www.sourceforge.net,scaphandre,2024-12-06-04-46-04,10.0,16.0515172,,,,,,,,
http://www.softonic.com,scaphandre,2024-12-06-04-50-50,10.0,15.754256400000001,,,,,,,,
